CUI-less	N/A	UO:0000242	pixels per inch	pixels per inch	biolink:OntologyClass
CUI-less	N/A	UO:0000121	angle unit	angle unit	biolink:OntologyClass
CUI-less	N/A	UO:0000000	unit	unit	biolink:OntologyClass
CUI-less	N/A	UO:0000122	plane angle unit	plane angle unit	biolink:OntologyClass
CUI-less	N/A	UO:0000001	length unit	length unit	biolink:OntologyClass
CUI-less	N/A	UO:0000243	pixels per millimeter	pixels per millimeter	biolink:OntologyClass
CUI-less	N/A	UO:0000123	radian	radian	biolink:OntologyClass
CUI-less	N/A	UO:0000002	mass unit	mass unit	biolink:OntologyClass
CUI-less	N/A	UO:0000244	base pair	base pair	biolink:OntologyClass
CUI-less	N/A	UO:0000003	time unit	time unit	biolink:OntologyClass
CUI-less	N/A	UO:0000245	kibibyte	kibibyte	biolink:OntologyClass
CUI-less	N/A	UO:0000124	solid angle unit	solid angle unit	biolink:OntologyClass
CUI-less	N/A	UO:0000125	steradian	steradian	biolink:OntologyClass
CUI-less	N/A	UO:0000246	mebibyte	mebibyte	biolink:OntologyClass
CUI-less	N/A	UO:0000004	electric current unit	electric current unit	biolink:OntologyClass
CUI-less	N/A	UO:0000115	illuminance unit	illuminance unit	biolink:OntologyClass
CUI-less	N/A	UO:0000236	image resolution unit	image resolution unit	biolink:OntologyClass
CUI-less	N/A	UO:0000116	lux	lux	biolink:OntologyClass
CUI-less	N/A	UO:0000237	chroma sampling unit	chroma sampling unit	biolink:OntologyClass
CUI-less	N/A	UO:0000117	luminous flux unit	luminous flux unit	biolink:OntologyClass
CUI-less	N/A	UO:0000238	dynamic range unit	dynamic range unit	biolink:OntologyClass
CUI-less	N/A	UO:0000118	lumen	lumen	biolink:OntologyClass
CUI-less	N/A	UO:0000239	spatial resolution unit	spatial resolution unit	biolink:OntologyClass
CUI-less	N/A	UO:0000119	catalytic activity unit	catalytic activity unit	biolink:OntologyClass
CUI-less	N/A	UO:1010021	cable based unit	cable based unit	biolink:OntologyClass
CUI-less	N/A	UO:1010022	nautical mile based unit	nautical mile based unit	biolink:OntologyClass
CUI-less	N/A	UO:1010023	perch based unit	perch based unit	biolink:OntologyClass
CUI-less	N/A	UO:1010024	rood based unit	rood based unit	biolink:OntologyClass
CUI-less	N/A	UO:0010039	slug	slug	biolink:OntologyClass
CUI-less	N/A	UO:0010037	hundredweight	hundredweight	biolink:OntologyClass
CUI-less	N/A	UO:0010038	ton	ton	biolink:OntologyClass
CUI-less	N/A	UO:1010020	fathom based unit	fathom based unit	biolink:OntologyClass
CUI-less	N/A	UO:0010013	foot	foot	biolink:OntologyClass
CUI-less	N/A	UO:0010014	yard	yard	biolink:OntologyClass
CUI-less	N/A	UO:0010011	inch	inch	biolink:OntologyClass
CUI-less	N/A	UO:0010012	thou	thou	biolink:OntologyClass
CUI-less	N/A	UO:0010010	hectare	hectare	biolink:OntologyClass
CUI-less	N/A	UO:1000223	watt-hour based unit	watt-hour based unit	biolink:OntologyClass
CUI-less	N/A	UO:1000220	coulomb based unit	coulomb based unit	biolink:OntologyClass
CUI-less	N/A	UO:1000100	cubic decimeter based unit	cubic decimeter based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000330	gigabasepair	gigabasepair	biolink:OntologyClass
CUI-less	N/A	UO:1000221	dalton based unit	dalton based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000331	gigabyte	gigabyte	biolink:OntologyClass
CUI-less	N/A	UO:0000210	colony forming unit	colony forming unit	biolink:OntologyClass
CUI-less	N/A	UO:0000332	terabyte	terabyte	biolink:OntologyClass
CUI-less	N/A	UO:0000211	plaque forming unit	plaque forming unit	biolink:OntologyClass
CUI-less	N/A	UO:0000212	colony forming unit per volume	colony forming unit per volume	biolink:OntologyClass
CUI-less	N/A	UO:0000213	colony forming unit per milliliter	colony forming unit per milliliter	biolink:OntologyClass
CUI-less	N/A	UO:0000203	katal per cubic meter	katal per cubic meter	biolink:OntologyClass
CUI-less	N/A	UO:0000324	square angstrom	square angstrom	biolink:OntologyClass
CUI-less	N/A	UO:0000204	katal per liter	katal per liter	biolink:OntologyClass
CUI-less	N/A	UO:0000325	megaHertz	megaHertz	biolink:OntologyClass
CUI-less	N/A	UO:0000326	centiMorgan	centiMorgan	biolink:OntologyClass
CUI-less	N/A	UO:0000205	volume per unit volume	volume per unit volume	biolink:OntologyClass
CUI-less	N/A	UO:1000218	volt based unit	volt based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000206	milliliter per cubic meter	milliliter per cubic meter	biolink:OntologyClass
CUI-less	N/A	UO:0000327	centiRay	centiRay	biolink:OntologyClass
CUI-less	N/A	UO:0000207	milliliter per liter	milliliter per liter	biolink:OntologyClass
CUI-less	N/A	UO:1000215	plaque forming unit per milliliter based unit	plaque forming unit per milliliter based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000328	kilobasepair	kilobasepair	biolink:OntologyClass
CUI-less	N/A	UO:0000208	gram per deciliter	gram per deciliter	biolink:OntologyClass
CUI-less	N/A	UO:1000216	disintegrations per second based unit	disintegrations per second based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000329	megabasepair	megabasepair	biolink:OntologyClass
CUI-less	N/A	UO:0000209	deciliter	deciliter	biolink:OntologyClass
CUI-less	N/A	UO:1000213	colony forming unit per milliliter based unit	colony forming unit per milliliter based unit	biolink:OntologyClass
CUI-less	N/A	UO:0010008	kilometer per hour	kilometer per hour	biolink:OntologyClass
CUI-less	N/A	UO:0010009	milli	milli	biolink:OntologyClass
CUI-less	N/A	UO:0010006	ratio	ratio	biolink:OntologyClass
CUI-less	N/A	UO:0010007	volt-second per square centimeter	volt-second per square centimeter	biolink:OntologyClass
CUI-less	N/A	UO:0010004	micromole per kilogram	micromole per kilogram	biolink:OntologyClass
CUI-less	N/A	UO:0010005	millimeters per day	millimeters per day	biolink:OntologyClass
CUI-less	N/A	UO:0010024	rood	rood	biolink:OntologyClass
CUI-less	N/A	UO:0010025	acre	acre	biolink:OntologyClass
CUI-less	N/A	UO:0010022	nautical mile	nautical mile	biolink:OntologyClass
CUI-less	N/A	UO:0010023	perch	perch	biolink:OntologyClass
CUI-less	N/A	UO:0010020	fathom	fathom	biolink:OntologyClass
CUI-less	N/A	UO:0010021	cable	cable	biolink:OntologyClass
CUI-less	N/A	UO:1000211	plaque forming unit based unit	plaque forming unit based unit	biolink:OntologyClass
CUI-less	N/A	UO:1000210	colony forming unit based unit	colony forming unit based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000220	coulomb	coulomb	biolink:OntologyClass
CUI-less	N/A	UO:0000100	cubic decimeter	cubic decimeter	biolink:OntologyClass
CUI-less	N/A	UO:0000221	dalton	dalton	biolink:OntologyClass
CUI-less	N/A	UO:0000101	microliter	microliter	biolink:OntologyClass
CUI-less	N/A	UO:0000222	kilodalton	kilodalton	biolink:OntologyClass
CUI-less	N/A	UO:0000102	nanoliter	nanoliter	biolink:OntologyClass
CUI-less	N/A	UO:0000223	watt-hour	watt-hour	biolink:OntologyClass
CUI-less	N/A	UO:0000224	kilowatt-hour	kilowatt-hour	biolink:OntologyClass
CUI-less	N/A	UO:0000103	picoliter	picoliter	biolink:OntologyClass
CUI-less	N/A	UO:0000214	plaque forming unit per volume	plaque forming unit per volume	biolink:OntologyClass
CUI-less	N/A	UO:1000208	gram per deciliter based unit	gram per deciliter based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000215	plaque forming unit per milliliter	plaque forming unit per milliliter	biolink:OntologyClass
CUI-less	N/A	UO:0000216	disintegrations per second	disintegrations per second	biolink:OntologyClass
CUI-less	N/A	UO:0000217	electric potential difference unit	electric potential difference unit	biolink:OntologyClass
CUI-less	N/A	UO:0000218	volt	volt	biolink:OntologyClass
CUI-less	N/A	UO:1000204	katal per liter based unit	katal per liter based unit	biolink:OntologyClass
CUI-less	N/A	UO:0000219	electric charge	electric charge	biolink:OntologyClass
CUI-less	N/A	UO:1000203	katal per cubic meter based unit	katal per cubic meter based unit	biolink:OntologyClass
CUI-less	N/A	UO:1010001	square micrometer based unit	square micrometer based unit	biolink:OntologyClass
CUI-less	N/A	UO:0010019	maritime length unit	maritime length unit	biolink:OntologyClass
CUI-less	N/A	UO:0010017	mile	mile	biolink:OntologyClass
CUI-less	N/A	UO:0010018	league	league	biolink:OntologyClass
CUI-less	N/A	UO:0010015	chain	chain	biolink:OntologyClass
CUI-less	N/A	UO:0010016	furlong	furlong	biolink:OntologyClass
CUI-less	N/A	UO:0000310	dosage unit	dosage unit	biolink:OntologyClass
CUI-less	N/A	UO:0000311	milligram per kilogram per day	milligram per kilogram per day	biolink:OntologyClass
CUI-less	N/A	UO:0000312	relative light unit	relative light unit	biolink:OntologyClass
CUI-less	N/A	UO:0000302	pico	pico	biolink:OntologyClass
CUI-less	N/A	UO:0000303	femto	femto	biolink:OntologyClass
CUI-less	N/A	UO:0000304	atto	atto	biolink:OntologyClass
CUI-less	N/A	UO:0000305	zepto	zepto	biolink:OntologyClass
CUI-less	N/A	UO:0000306	yocto	yocto	biolink:OntologyClass
CUI-less	N/A	UO:0000307	dose unit	dose unit	biolink:OntologyClass
CUI-less	N/A	UO:0000308	milligram per kilogram	milligram per kilogram	biolink:OntologyClass
CUI-less	N/A	UO:0000309	milligram per square meter	milligram per square meter	biolink:OntologyClass
CUI-less	N/A	UO:0010002	millisiemens	millisiemens	biolink:OntologyClass
CUI-less	N/A	UO:0010003	micromole per litre	micromole per litre	biolink:OntologyClass
CUI-less	N/A	UO:0010001	square micrometer	square micrometer	biolink:OntologyClass
CUI-less	N/A	UO:0000320	curie per liter	curie per liter	biolink:OntologyClass
CUI-less	N/A	UO:0000321	microcurie per milliliter	microcurie per milliliter	biolink:OntologyClass
CUI-less	N/A	UO:0000200	cell concentration unit	cell concentration unit	biolink:OntologyClass
CUI-less	N/A	UO:0000322	fold dilution	fold dilution	biolink:OntologyClass
CUI-less	N/A	UO:0000201	cells per milliliter	cells per milliliter	biolink:OntologyClass
CUI-less	N/A	UO:0000202	catalytic (activity) concentration unit	catalytic (activity) concentration unit	biolink:OntologyClass
CUI-less	N/A	UO:0000323	ton per hectare	ton per hectare	biolink:OntologyClass
CUI-less	N/A	UO:0000313	relative luminescence unit	relative luminescence unit	biolink:OntologyClass
CUI-less	N/A	UO:0000314	relative fluorescence unit	relative fluorescence unit	biolink:OntologyClass
CUI-less	N/A	UO:0000315	turbidity unit	turbidity unit	biolink:OntologyClass
CUI-less	N/A	UO:0000316	cells per microliter	cells per microliter	biolink:OntologyClass
CUI-less	N/A	UO:0000317	cells per well	cells per well	biolink:OntologyClass
CUI-less	N/A	UO:0000318	formazin nephelometric unit	formazin nephelometric unit	biolink:OntologyClass
